order_id,invoice_id,order_date,ship_date,region,country,state,city,sales_channel,customer_segment,customer_name,sales_rep,product,category,subcategory,quantity,unit_price,discount_pct,gross_revenue,net_revenue,shipping_cost,total_cost,profit,profit_margin_pct,payment_method,order_priority,fulfillment_status,returned,satisfaction_score
SO-2024-00192,INV-000192,2024-07-17,2024-07-21,South,United States,Texas,Dallas,Retail,SMB,BluePeak Industries,Elena Cruz,Aurora Laptop,Electronics,Computers,7,1407.32,0.00,9851.24,9851.24,92.69,6307.94,3543.30,35.97,Invoice,Low,Processing,no,3
SO-2024-00193,INV-000193,2024-08-15,2024-08-18,West,United States,California,San Francisco,Retail,SMB,BluePeak Industries,Jordan Reed,Apex Drill,Industrial,Tools,10,333.97,0.12,3339.70,2938.94,13.03,2205.53,733.40,24.95,Credit Card,Low,Processing,no,4
SO-2024-00194,INV-000194,2024-08-07,2024-08-10,East,United States,Pennsylvania,Philadelphia,Distributor,Enterprise,Elevate Services,Sana Khan,Orbit Camera,Electronics,Security,14,230.00,0.08,3220.00,2962.40,62.54,1763.91,1198.49,40.46,Invoice,Medium,Delivered,no,3
SO-2024-00195,INV-000195,2024-08-05,2024-08-06,East,United States,Virginia,Richmond,Inside Sales,Government,SilverOak Stores,Daniel Brooks,Vertex Monitor,Electronics,Displays,12,414.07,0.03,4968.84,4819.77,37.81,3042.96,1776.81,36.87,Invoice,Critical,Delivered,no,5
SO-2024-00196,INV-000196,2024-08-11,2024-08-13,South,United States,Florida,Miami,Marketplace,Government,BluePeak Partners,Priya Nair,Nimbus Tablet,Electronics,Mobile Devices,28,639.83,0.05,17915.24,17019.48,75.04,12588.42,4431.06,26.04,ACH,Low,Delivered,no,3
SO-2024-00197,INV-000197,2024-07-18,2024-07-20,South,United States,Florida,Miami,Retail,Consumer,BluePeak Retail,Noah Bennett,Summit Desk,Furniture,Office,3,458.39,0.03,1375.17,1333.91,70.48,949.18,384.74,28.84,ACH,Critical,Processing,no,3
SO-2024-00198,INV-000198,2024-08-07,2024-08-09,East,United States,Pennsylvania,Philadelphia,Marketplace,SMB,Northwind Stores,Marcus Lee,Vertex Monitor,Electronics,Displays,28,421.66,0.10,11806.48,10625.83,80.96,6496.32,4129.51,38.86,Wire Transfer,Medium,Returned,yes,3
SO-2024-00199,INV-000199,2024-08-29,2024-08-30,North,United States,New York,New York,Distributor,Consumer,BrightPath Industries,Noah Bennett,Apex Drill,Industrial,Tools,17,367.49,0.10,6247.33,5622.60,26.38,3796.67,1825.93,32.47,Invoice,Medium,Delivered,no,4
SO-2024-00200,INV-000200,2024-08-24,2024-08-25,West,United States,California,San Francisco,Distributor,Enterprise,BrightPath Logistics,Daniel Brooks,Harbor Chair,Furniture,Office,2,242.11,0.10,484.22,435.80,92.22,384.98,50.82,11.66,Invoice,High,Delivered,no,4
SO-2024-00201,INV-000201,2024-07-31,2024-08-02,East,United States,Virginia,Richmond,Distributor,Consumer,Greenline Retail,Elena Cruz,Harbor Chair,Furniture,Office,18,257.89,0.00,4642.02,4642.02,78.85,2702.66,1939.36,41.78,PayPal,Critical,Delivered,no,4
SO-2024-00202,INV-000202,2024-08-10,2024-08-16,South,United States,Florida,Miami,Retail,SMB,PrimeAxis Partners,Elena Cruz,Aurora Laptop,Electronics,Computers,24,1171.33,0.08,28111.92,25862.97,64.98,20569.48,5293.49,20.47,Credit Card,Critical,Delivered,no,3
SO-2024-00203,INV-000203,2024-09-02,2024-09-05,South,United States,Texas,Dallas,Marketplace,Consumer,Summit Partners,Noah Bennett,Harbor Chair,Furniture,Office,22,215.87,0.03,4749.14,4606.67,30.54,3262.58,1344.09,29.18,Credit Card,Critical,Delivered,no,3
SO-2024-00204,INV-000204,2024-08-21,2024-08-23,North,United States,Massachusetts,Boston,Retail,Consumer,Greenline Stores,Sana Khan,Crest Air Purifier,Home Appliances,Air Quality,18,254.21,0.10,4575.78,4118.20,43.68,3037.06,1081.14,26.25,ACH,Critical,Returned,yes,2
SO-2024-00205,INV-000205,2024-07-28,2024-08-01,South,United States,Texas,Dallas,Retail,Government,Greenline Services,Jordan Reed,Terra Blender,Home Appliances,Kitchen,12,134.68,0.00,1616.16,1616.16,38.01,896.67,719.49,44.52,Wire Transfer,Critical,Delivered,no,5
SO-2024-00206,INV-000206,2024-08-20,2024-08-24,West,United States,California,San Francisco,Retail,Enterprise,Summit Foods,Anika Shah,Apex Drill,Industrial,Tools,14,289.92,0.08,4058.88,3734.17,28.55,2982.58,751.59,20.13,Wire Transfer,Medium,Returned,yes,4
SO-2024-00207,INV-000207,2024-08-02,2024-08-03,East,United States,Virginia,Richmond,Marketplace,Consumer,Lighthouse Foods,Sana Khan,Terra Blender,Home Appliances,Kitchen,14,130.40,0.03,1825.60,1770.83,25.86,1122.84,647.99,36.59,Wire Transfer,High,Delivered,no,4
SO-2024-00208,INV-000208,2024-08-05,2024-08-09,South,United States,Florida,Miami,Online,Consumer,PrimeAxis Stores,Anika Shah,Terra Blender,Home Appliances,Kitchen,2,121.18,0.10,242.36,218.12,93.75,239.58,-21.46,-9.84,PayPal,High,Returned,yes,4
SO-2024-00209,INV-000209,2024-09-03,2024-09-04,North,United States,New York,New York,Inside Sales,Government,BluePeak Foods,Priya Nair,Crest Air Purifier,Home Appliances,Air Quality,23,253.36,0.12,5827.28,5128.01,13.64,4018.92,1109.09,21.63,Wire Transfer,Low,Processing,no,4
SO-2024-00210,INV-000210,2024-09-08,2024-09-13,North,United States,Massachusetts,Boston,Online,Government,BrightPath Logistics,Marcus Lee,Apex Drill,Industrial,Tools,10,342.79,0.10,3427.90,3085.11,23.38,2248.70,836.41,27.11,ACH,Medium,Delivered,no,4
SO-2024-00211,INV-000211,2024-08-20,2024-08-26,South,United States,Florida,Miami,Online,Enterprise,Summit Supply,Jordan Reed,Orbit Camera,Electronics,Security,15,209.54,0.00,3143.10,3143.10,57.50,2078.37,1064.73,33.88,Credit Card,Critical,Processing,no,3
SO-2024-00212,INV-000212,2024-08-05,2024-08-08,North,United States,Massachusetts,Boston,Inside Sales,Government,BrightPath Technologies,Jordan Reed,Nimbus Tablet,Electronics,Mobile Devices,22,610.13,0.03,13422.86,13020.17,33.92,8959.85,4060.33,31.18,Credit Card,Low,Delivered,no,3
SO-2024-00213,INV-000213,2024-08-21,2024-08-24,South,United States,Texas,Dallas,Distributor,Government,BluePeak Industries,Elena Cruz,Pulse Headphones,Electronics,Accessories,16,213.25,0.03,3412.00,3309.64,84.91,1669.83,1639.81,49.55,PayPal,Critical,Delivered,no,4
SO-2024-00214,INV-000214,2024-08-09,2024-08-15,North,United States,Massachusetts,Boston,Distributor,Consumer,Greenline Services,Anika Shah,Pulse Headphones,Electronics,Accessories,25,169.20,0.12,4230.00,3722.40,25.23,2600.53,1121.87,30.14,Wire Transfer,Critical,Processing,no,4
SO-2024-00215,INV-000215,2024-08-30,2024-08-31,West,United States,California,San Francisco,Marketplace,Enterprise,Summit Foods,Sana Khan,Nimbus Tablet,Electronics,Mobile Devices,4,615.26,0.03,2461.04,2387.21,13.03,1800.89,586.32,24.56,Wire Transfer,Critical,Delivered,no,4
SO-2024-00216,INV-000216,2024-09-07,2024-09-12,South,United States,Texas,Dallas,Inside Sales,SMB,BluePeak Homes,Daniel Brooks,Apex Drill,Industrial,Tools,3,290.52,0.00,871.56,871.56,53.96,694.24,177.32,20.35,Invoice,Low,Delivered,no,5
SO-2024-00217,INV-000217,2024-08-29,2024-08-31,West,United States,California,San Francisco,Online,Enterprise,BluePeak Homes,Sana Khan,Summit Desk,Furniture,Office,4,458.71,0.12,1834.84,1614.66,59.56,1204.82,409.84,25.38,PayPal,Low,Delivered,no,5
SO-2024-00218,INV-000218,2024-08-10,2024-08-15,North,United States,New York,New York,Retail,Government,Summit Retail,Daniel Brooks,Orbit Camera,Electronics,Security,21,229.02,0.08,4809.42,4424.67,58.67,2806.68,1617.99,36.57,ACH,Critical,Delivered,no,5
SO-2024-00219,INV-000219,2024-08-13,2024-08-14,West,United States,Washington,Seattle,Inside Sales,Enterprise,PrimeAxis Foods,Anika Shah,Terra Blender,Home Appliances,Kitchen,26,135.62,0.00,3526.12,3526.12,40.33,2078.97,1447.15,41.04,Wire Transfer,Critical,Delivered,no,3
SO-2024-00220,INV-000220,2024-08-23,2024-08-28,North,United States,Massachusetts,Boston,Online,Enterprise,BluePeak Industries,Noah Bennett,Apex Drill,Industrial,Tools,8,305.56,0.12,2444.48,2151.14,44.61,1749.55,401.59,18.67,PayPal,Medium,Delivered,no,4
SO-2024-00221,INV-000221,2024-09-12,2024-09-16,North,United States,New York,New York,Distributor,Consumer,Greenline Logistics,Sana Khan,Aurora Laptop,Electronics,Computers,28,1289.13,0.08,36095.64,33207.99,76.83,25224.93,7983.06,24.04,PayPal,Medium,Delivered,no,4
SO-2024-00222,INV-000222,2024-08-27,2024-08-31,East,United States,Pennsylvania,Philadelphia,Retail,SMB,PrimeAxis Supply,Elena Cruz,Apex Drill,Industrial,Tools,27,300.93,0.05,8125.11,7718.85,62.01,6108.34,1610.51,20.86,Invoice,Medium,Delivered,no,5
SO-2024-00223,INV-000223,2024-09-24,2024-09-25,East,United States,Pennsylvania,Philadelphia,Marketplace,Enterprise,Cobalt Retail,Anika Shah,Pulse Headphones,Electronics,Accessories,26,183.63,0.05,4774.38,4535.66,60.37,2906.29,1629.37,35.92,PayPal,Medium,Delivered,no,3
SO-2024-00224,INV-000224,2024-08-28,2024-08-30,South,United States,Florida,Miami,Online,SMB,Summit Homes,Sana Khan,Aurora Laptop,Electronics,Computers,11,1321.04,0.00,14531.44,14531.44,81.67,9717.80,4813.64,33.13,Wire Transfer,High,Delivered,no,5
SO-2024-00225,INV-000225,2024-09-05,2024-09-09,West,United States,California,San Francisco,Retail,Consumer,Elevate Homes,Marcus Lee,Aurora Laptop,Electronics,Computers,27,1416.01,0.03,38232.27,37085.30,92.16,22011.39,15073.91,40.65,Wire Transfer,High,Delivered,no,4
SO-2024-00226,INV-000226,2024-08-24,2024-08-26,North,United States,Massachusetts,Boston,Online,Consumer,Elevate Partners,Noah Bennett,Pulse Headphones,Electronics,Accessories,25,191.57,0.05,4789.25,4549.79,15.37,2548.78,2001.01,43.98,Wire Transfer,Low,Delivered,no,3
SO-2024-00227,INV-000227,2024-09-23,2024-09-28,North,United States,New York,New York,Retail,Enterprise,PrimeAxis Supply,Priya Nair,Terra Blender,Home Appliances,Kitchen,28,135.72,0.05,3800.16,3610.15,77.56,2203.47,1406.68,38.96,PayPal,Critical,Delivered,no,3
SO-2024-00228,INV-000228,2024-08-28,2024-09-03,South,United States,Florida,Miami,Distributor,SMB,BluePeak Technologies,Marcus Lee,Terra Blender,Home Appliances,Kitchen,12,124.62,0.03,1495.44,1450.58,30.13,962.81,487.76,33.63,Credit Card,High,Delivered,no,4
SO-2024-00229,INV-000229,2024-09-01,2024-09-06,West,United States,California,San Francisco,Inside Sales,SMB,Lighthouse Retail,Daniel Brooks,Nimbus Tablet,Electronics,Mobile Devices,25,618.84,0.08,15471.00,14233.32,80.24,10632.69,3600.63,25.30,ACH,Low,Processing,no,3
SO-2024-00230,INV-000230,2024-09-26,2024-09-27,North,United States,New York,New York,Online,SMB,PrimeAxis Industries,Anika Shah,Pulse Headphones,Electronics,Accessories,8,199.26,0.12,1594.08,1402.79,29.69,880.16,522.63,37.26,PayPal,High,Delivered,no,3
SO-2024-00231,INV-000231,2024-08-21,2024-08-23,North,United States,Massachusetts,Boston,Distributor,Consumer,Lighthouse Industries,Anika Shah,Nimbus Tablet,Electronics,Mobile Devices,27,613.63,0.00,16568.01,16568.01,59.72,11255.90,5312.11,32.06,PayPal,Low,Processing,no,5
SO-2024-00232,INV-000232,2024-09-25,2024-09-26,North,United States,Massachusetts,Boston,Inside Sales,Government,Elevate Logistics,Sana Khan,Aurora Laptop,Electronics,Computers,24,1374.58,0.03,32989.92,32000.22,89.03,19699.39,12300.83,38.44,PayPal,Low,Delivered,no,4
SO-2024-00233,INV-000233,2024-08-28,2024-09-03,South,United States,Florida,Miami,Marketplace,SMB,Northwind Foods,Jordan Reed,Pulse Headphones,Electronics,Accessories,14,205.47,0.12,2876.58,2531.39,57.30,1592.71,938.68,37.08,Credit Card,Low,Delivered,no,5
SO-2024-00234,INV-000234,2024-09-24,2024-09-29,West,United States,California,San Francisco,Retail,Consumer,Greenline Stores,Marcus Lee,Crest Air Purifier,Home Appliances,Air Quality,4,267.62,0.10,1070.48,963.43,73.54,773.01,190.42,19.76,Credit Card,Medium,Delivered,no,5
SO-2024-00235,INV-000235,2024-09-26,2024-09-30,North,United States,New York,New York,Retail,SMB,Summit Technologies,Jordan Reed,Crest Air Purifier,Home Appliances,Air Quality,22,285.39,0.03,6278.58,6090.22,67.75,3705.31,2384.91,39.16,Invoice,Low,Processing,no,3
SO-2024-00236,INV-000236,2024-09-20,2024-09-23,West,United States,Washington,Seattle,Online,Consumer,Cobalt Stores,Marcus Lee,Terra Blender,Home Appliances,Kitchen,21,135.64,0.10,2848.44,2563.60,60.49,1657.79,905.80,35.33,Wire Transfer,Critical,Delivered,no,4
SO-2024-00237,INV-000237,2024-10-06,2024-10-12,South,United States,Texas,Dallas,Online,Consumer,Greenline Services,Priya Nair,Terra Blender,Home Appliances,Kitchen,12,142.96,0.05,1715.52,1629.74,48.96,984.00,645.74,39.62,ACH,Medium,Delivered,no,4
SO-2024-00238,INV-000238,2024-08-26,2024-08-31,North,United States,Massachusetts,Boston,Marketplace,Government,PrimeAxis Partners,Priya Nair,Nimbus Tablet,Electronics,Mobile Devices,22,576.38,0.08,12680.36,11665.93,60.05,9783.34,1882.59,16.14,Invoice,Critical,Delivered,no,3
SO-2024-00239,INV-000239,2024-09-03,2024-09-07,East,United States,Virginia,Richmond,Distributor,SMB,PrimeAxis Stores,Priya Nair,Crest Air Purifier,Home Appliances,Air Quality,18,282.55,0.05,5085.90,4831.61,42.20,2931.78,1899.82,39.32,ACH,Medium,Delivered,no,5
SO-2024-00240,INV-000240,2024-08-29,2024-08-31,East,United States,Pennsylvania,Philadelphia,Distributor,Enterprise,Cobalt Homes,Anika Shah,Vertex Monitor,Electronics,Displays,26,381.57,0.00,9920.82,9920.82,33.94,6096.81,3824.01,38.55,Invoice,Low,Delivered,no,5
SO-2024-00241,INV-000241,2024-09-13,2024-09-18,East,United States,Virginia,Richmond,Distributor,SMB,PrimeAxis Partners,Sana Khan,Orbit Camera,Electronics,Security,19,225.18,0.05,4278.42,4064.50,66.26,2469.44,1595.06,39.24,Invoice,High,Delivered,no,4
SO-2024-00242,INV-000242,2024-09-30,2024-10-02,North,United States,New York,New York,Online,SMB,Summit Services,Sana Khan,Vertex Monitor,Electronics,Displays,16,349.84,0.00,5597.44,5597.44,54.71,3806.91,1790.53,31.99,Invoice,Low,Delivered,no,4
SO-2024-00243,INV-000243,2024-09-12,2024-09-17,West,United States,Washington,Seattle,Online,SMB,Greenline Foods,Anika Shah,Vertex Monitor,Electronics,Displays,7,397.30,0.05,2781.10,2642.04,13.86,1608.33,1033.71,39.13,Wire Transfer,High,Delivered,no,3
SO-2024-00244,INV-000244,2024-10-08,2024-10-13,West,United States,California,San Francisco,Distributor,Government,Lighthouse Services,Priya Nair,Orbit Camera,Electronics,Security,22,193.78,0.10,4263.16,3836.84,72.42,3006.74,830.11,21.64,Wire Transfer,Critical,Delivered,no,5
SO-2024-00245,INV-000245,2024-10-10,2024-10-16,South,United States,Texas,Dallas,Distributor,SMB,SilverOak Industries,Jordan Reed,Pulse Headphones,Electronics,Accessories,18,179.32,0.10,3227.76,2904.98,68.90,2034.67,870.31,29.96,Credit Card,Medium,Delivered,no,5
SO-2024-00246,INV-000246,2024-09-11,2024-09-16,West,United States,California,San Francisco,Retail,Enterprise,BluePeak Homes,Sana Khan,Orbit Camera,Electronics,Security,5,202.82,0.08,1014.10,932.97,61.78,732.94,200.03,21.44,ACH,Critical,Delivered,no,4
SO-2024-00247,INV-000247,2024-09-17,2024-09-21,West,United States,California,San Francisco,Inside Sales,Government,Cobalt Stores,Marcus Lee,Aurora Laptop,Electronics,Computers,27,1348.74,0.03,36415.98,35323.50,60.89,23851.47,11472.03,32.48,Credit Card,High,Delivered,no,5
SO-2024-00248,INV-000248,2024-09-20,2024-09-22,West,United States,California,San Francisco,Distributor,Consumer,SilverOak Technologies,Jordan Reed,Orbit Camera,Electronics,Security,2,233.10,0.12,466.20,410.26,12.59,270.31,139.94,34.11,Wire Transfer,Critical,Processing,no,5
SO-2024-00249,INV-000249,2024-09-21,2024-09-26,East,United States,Virginia,Richmond,Distributor,SMB,PrimeAxis Foods,Daniel Brooks,Crest Air Purifier,Home Appliances,Air Quality,15,286.48,0.08,4297.20,3953.42,34.87,2644.26,1309.16,33.11,ACH,Critical,Processing,no,4
SO-2024-00250,INV-000250,2024-10-21,2024-10-25,East,United States,Pennsylvania,Philadelphia,Marketplace,Government,BluePeak Supply,Daniel Brooks,Harbor Chair,Furniture,Office,25,218.90,0.12,5472.50,4815.80,66.72,3688.32,1127.48,23.41,ACH,Low,Delivered,no,3
SO-2024-00251,INV-000251,2024-09-12,2024-09-14,North,United States,New York,New York,Marketplace,Consumer,Cobalt Industries,Anika Shah,Apex Drill,Industrial,Tools,17,368.72,0.05,6268.24,5954.83,19.32,3559.23,2395.60,40.23,Wire Transfer,Critical,Delivered,no,4
SO-2024-00252,INV-000252,2024-10-20,2024-10-25,South,United States,Florida,Miami,Retail,Enterprise,Northwind Technologies,Priya Nair,Aurora Laptop,Electronics,Computers,11,1162.36,0.12,12785.96,11251.64,61.76,9504.09,1747.55,15.53,Credit Card,High,Delivered,no,4
SO-2024-00253,INV-000253,2024-10-04,2024-10-09,West,United States,California,San Francisco,Retail,SMB,Summit Partners,Noah Bennett,Terra Blender,Home Appliances,Kitchen,8,130.89,0.10,1047.12,942.41,70.40,704.02,238.39,25.30,PayPal,Low,Delivered,no,4
SO-2024-00254,INV-000254,2024-10-12,2024-10-13,West,United States,California,San Francisco,Inside Sales,Government,PrimeAxis Services,Sana Khan,Pulse Headphones,Electronics,Accessories,19,169.88,0.03,3227.72,3130.89,40.22,1927.91,1202.98,38.42,ACH,Critical,Delivered,no,3
SO-2024-00255,INV-000255,2024-10-24,2024-10-28,West,United States,Washington,Seattle,Distributor,Consumer,SilverOak Technologies,Anika Shah,Terra Blender,Home Appliances,Kitchen,20,142.43,0.05,2848.60,2706.17,21.65,1454.45,1251.72,46.25,Invoice,Medium,Delivered,no,4
SO-2024-00256,INV-000256,2024-10-25,2024-10-31,West,United States,California,San Francisco,Distributor,SMB,Greenline Supply,Marcus Lee,Nimbus Tablet,Electronics,Mobile Devices,28,628.83,0.08,17607.24,16198.66,89.31,12051.43,4147.24,25.60,Wire Transfer,High,Delivered,no,3
SO-2024-00257,INV-000257,2024-09-28,2024-10-03,South,United States,Florida,Miami,Marketplace,Enterprise,Elevate Retail,Noah Bennett,Summit Desk,Furniture,Office,13,422.54,0.00,5493.02,5493.02,21.95,3739.67,1753.35,31.92,Invoice,High,Processing,no,4
SO-2024-00258,INV-000258,2024-10-15,2024-10-17,East,United States,Virginia,Richmond,Online,Consumer,Lighthouse Foods,Sana Khan,Crest Air Purifier,Home Appliances,Air Quality,26,311.97,0.03,8111.22,7867.88,45.02,4604.21,3263.68,41.48,Wire Transfer,Critical,Processing,no,3
SO-2024-00259,INV-000259,2024-10-05,2024-10-11,West,United States,Washington,Seattle,Inside Sales,SMB,Greenline Foods,Elena Cruz,Orbit Camera,Electronics,Security,2,193.39,0.00,386.78,386.78,43.49,288.46,98.32,25.42,PayPal,High,Delivered,no,4
SO-2024-00260,INV-000260,2024-10-13,2024-10-15,West,United States,Washington,Seattle,Online,Consumer,Elevate Supply,Marcus Lee,Pulse Headphones,Electronics,Accessories,15,200.75,0.03,3011.25,2920.91,42.30,1584.65,1336.26,45.75,ACH,Critical,Delivered,no,4
SO-2024-00261,INV-000261,2024-09-26,2024-09-30,South,United States,Texas,Dallas,Inside Sales,Enterprise,Lighthouse Partners,Sana Khan,Summit Desk,Furniture,Office,27,405.08,0.05,10937.16,10390.30,53.47,8651.43,1738.87,16.74,Credit Card,Medium,Delivered,no,3
SO-2024-00262,INV-000262,2024-10-18,2024-10-24,East,United States,Virginia,Richmond,Distributor,Enterprise,Summit Retail,Daniel Brooks,Summit Desk,Furniture,Office,5,457.61,0.03,2288.05,2219.41,33.56,1513.33,706.07,31.81,ACH,Medium,Delivered,no,5
SO-2024-00263,INV-000263,2024-10-07,2024-10-10,South,United States,Texas,Dallas,Retail,Consumer,Lighthouse Stores,Sana Khan,Crest Air Purifier,Home Appliances,Air Quality,12,294.35,0.05,3532.20,3355.59,76.30,2107.62,1247.97,37.19,ACH,Critical,Delivered,no,3
SO-2024-00264,INV-000264,2024-10-11,2024-10-13,South,United States,Texas,Dallas,Marketplace,Government,Summit Services,Sana Khan,Nimbus Tablet,Electronics,Mobile Devices,12,624.59,0.03,7495.08,7270.23,70.97,5275.51,1994.72,27.44,Wire Transfer,Medium,Processing,no,3
SO-2024-00265,INV-000265,2024-11-02,2024-11-05,South,United States,Florida,Miami,Online,Government,PrimeAxis Retail,Jordan Reed,Pulse Headphones,Electronics,Accessories,25,200.75,0.00,5018.75,5018.75,29.48,2598.98,2419.77,48.21,Credit Card,High,Processing,no,5
SO-2024-00266,INV-000266,2024-11-02,2024-11-06,North,United States,Massachusetts,Boston,Inside Sales,Consumer,Northwind Retail,Noah Bennett,Pulse Headphones,Electronics,Accessories,11,177.59,0.10,1953.49,1758.14,35.59,1197.06,561.08,31.91,PayPal,High,Delivered,no,5
SO-2024-00267,INV-000267,2024-11-06,2024-11-11,South,United States,Texas,Dallas,Marketplace,SMB,Summit Homes,Jordan Reed,Vertex Monitor,Electronics,Displays,7,391.74,0.05,2742.18,2605.07,64.38,1776.35,828.72,31.81,PayPal,High,Delivered,no,4
SO-2024-00268,INV-000268,2024-10-03,2024-10-06,East,United States,Virginia,Richmond,Inside Sales,Enterprise,Lighthouse Homes,Sana Khan,Apex Drill,Industrial,Tools,2,289.53,0.12,579.06,509.57,74.94,485.01,24.56,4.82,Invoice,Medium,Delivered,no,3
SO-2024-00269,INV-000269,2024-10-07,2024-10-11,East,United States,Pennsylvania,Philadelphia,Online,Government,SilverOak Partners,Marcus Lee,Orbit Camera,Electronics,Security,19,217.61,0.00,4134.59,4134.59,25.55,2535.55,1599.04,38.67,ACH,High,Processing,no,4
SO-2024-00270,INV-000270,2024-10-22,2024-10-24,East,United States,Virginia,Richmond,Online,SMB,SilverOak Technologies,Anika Shah,Orbit Camera,Electronics,Security,4,203.11,0.03,812.44,788.07,21.16,532.54,255.53,32.42,ACH,Low,Processing,no,3
SO-2024-00271,INV-000271,2024-10-14,2024-10-16,East,United States,Virginia,Richmond,Distributor,Consumer,Cobalt Partners,Noah Bennett,Nimbus Tablet,Electronics,Mobile Devices,24,645.10,0.00,15482.40,15482.40,31.32,9890.39,5592.01,36.12,Credit Card,High,Delivered,no,3
SO-2024-00272,INV-000272,2024-10-15,2024-10-19,North,United States,New York,New York,Distributor,Government,BluePeak Supply,Marcus Lee,Pulse Headphones,Electronics,Accessories,4,193.01,0.00,772.04,772.04,27.95,460.83,311.21,40.31,Credit Card,Medium,Delivered,no,4
SO-2024-00273,INV-000273,2024-10-29,2024-11-02,South,United States,Florida,Miami,Inside Sales,SMB,BrightPath Homes,Daniel Brooks,Nimbus Tablet,Electronics,Mobile Devices,23,733.32,0.03,16866.36,16360.37,25.16,10142.93,6217.44,38.00,Credit Card,Medium,Delivered,no,3
SO-2024-00274,INV-000274,2024-10-20,2024-10-21,West,United States,California,San Francisco,Distributor,SMB,Northwind Services,Daniel Brooks,Summit Desk,Furniture,Office,7,498.72,0.08,3491.04,3211.76,21.93,2199.88,1011.88,31.51,Credit Card,Medium,Returned,yes,2
SO-2024-00275,INV-000275,2024-11-13,2024-11-18,North,United States,Massachusetts,Boston,Retail,Consumer,Greenline Homes,Daniel Brooks,Vertex Monitor,Electronics,Displays,12,425.25,0.12,5103.00,4490.64,63.89,2802.92,1687.72,37.58,PayPal,Medium,Delivered,no,3
SO-2024-00276,INV-000276,2024-10-10,2024-10-13,East,United States,Pennsylvania,Philadelphia,Inside Sales,Government,PrimeAxis Technologies,Elena Cruz,Apex Drill,Industrial,Tools,3,331.03,0.05,993.09,943.44,58.40,704.23,239.20,25.35,ACH,Medium,Delivered,no,3
SO-2024-00277,INV-000277,2024-10-31,2024-11-03,South,United States,Texas,Dallas,Inside Sales,SMB,Northwind Services,Daniel Brooks,Orbit Camera,Electronics,Security,28,207.72,0.03,5816.16,5641.68,49.69,3765.06,1876.61,33.26,Credit Card,Critical,Delivered,no,3
SO-2024-00278,INV-000278,2024-11-08,2024-11-10,West,United States,Washington,Seattle,Retail,Enterprise,Northwind Stores,Marcus Lee,Orbit Camera,Electronics,Security,21,208.84,0.05,4385.64,4166.36,65.20,2640.43,1525.92,36.62,Credit Card,Critical,Delivered,no,3
SO-2024-00279,INV-000279,2024-11-10,2024-11-16,North,United States,New York,New York,Online,Enterprise,SilverOak Services,Marcus Lee,Nimbus Tablet,Electronics,Mobile Devices,28,636.69,0.05,17827.32,16935.95,55.64,12334.93,4601.02,27.17,PayPal,Low,Delivered,no,4
SO-2024-00280,INV-000280,2024-11-10,2024-11-16,East,United States,Pennsylvania,Philadelphia,Online,SMB,BluePeak Partners,Jordan Reed,Aurora Laptop,Electronics,Computers,15,1366.06,0.12,20490.90,18031.99,70.80,13412.15,4619.84,25.62,Credit Card,Medium,Delivered,no,5
SO-2024-00281,INV-000281,2024-10-19,2024-10-24,South,United States,Florida,Miami,Distributor,Government,Elevate Technologies,Jordan Reed,Apex Drill,Industrial,Tools,23,310.80,0.10,7148.40,6433.56,90.64,5051.10,1382.46,21.49,Wire Transfer,Medium,Delivered,no,5
SO-2024-00282,INV-000282,2024-11-19,2024-11-21,East,United States,Pennsylvania,Philadelphia,Distributor,Consumer,Summit Industries,Marcus Lee,Apex Drill,Industrial,Tools,19,374.93,0.05,7123.67,6767.49,89.48,4351.99,2415.50,35.69,ACH,Medium,Delivered,no,4
SO-2024-00283,INV-000283,2024-11-01,2024-11-05,East,United States,Virginia,Richmond,Inside Sales,SMB,BrightPath Retail,Marcus Lee,Orbit Camera,Electronics,Security,16,247.37,0.00,3957.92,3957.92,72.28,2245.44,1712.48,43.27,Invoice,Low,Delivered,no,5
SO-2024-00284,INV-000284,2024-10-16,2024-10-17,South,United States,Texas,Dallas,Marketplace,Government,BrightPath Logistics,Marcus Lee,Harbor Chair,Furniture,Office,16,232.42,0.00,3718.72,3718.72,33.99,2389.39,1329.33,35.75,Credit Card,High,Delivered,no,4
SO-2024-00285,INV-000285,2024-11-24,2024-11-30,West,United States,Washington,Seattle,Inside Sales,Consumer,BluePeak Retail,Sana Khan,Pulse Headphones,Electronics,Accessories,20,206.59,0.00,4131.80,4131.80,61.40,2093.34,2038.46,49.34,PayPal,Low,Processing,no,3
SO-2024-00286,INV-000286,2024-11-21,2024-11-27,North,United States,New York,New York,Distributor,Government,Greenline Retail,Jordan Reed,Crest Air Purifier,Home Appliances,Air Quality,14,249.45,0.08,3492.30,3212.92,15.42,2411.38,801.53,24.95,Wire Transfer,Critical,Delivered,no,4
SO-2024-00287,INV-000287,2024-10-21,2024-10-24,South,United States,Texas,Dallas,Distributor,SMB,Greenline Stores,Noah Bennett,Apex Drill,Industrial,Tools,4,330.22,0.10,1320.88,1188.79,16.09,862.73,326.06,27.43,PayPal,Medium,Processing,no,5
